accx,accy,accz
-0.281,0.3275,-0.8893
-0.36857898832684827,0.3822372568093385,-0.8815692607003891
-0.3589144455185748,0.44480472310454355,-0.9768821571606132
-0.3693322721878964,0.449119591636319,-0.8907371619133352
-0.37282505863956217,0.4373605942142299,-0.7150022673964035
-0.3551295302013423,0.39468590604026843,-0.5362013422818792
-0.3489612002791347,0.3780683298441498,-0.5597395208187951
-0.2816619613670134,0.38622095096582465,-0.6577848439821695
-0.286823118729097,0.3978019230769231,-0.7957332566889632
-0.31590718255216527,0.40851324315822585,-0.8895772360281011
-0.32837557044838045,0.44357983086006064,-0.9947881123344503
-0.25274264705882354,0.45275415224913496,-1.083307324106113
-0.05120677898514606,0.42642194197986244,-1.1801144153125311
0.017058587167854838,0.3673690861957226,-1.2132430330524953
0.009382473734479422,0.35408034861509075,-1.1936615568290352
-0.08340698647465206,0.3564522428724336,-1.053052943465992
-0.1331089422028353,0.3342728714034057,-0.8829310879959732
-0.11341391639871382,0.3008024823151125,-0.7420824308681672
-0.0935685192697769,0.22170776876267756,-0.6757901419878297
-0.08596945925361767,0.19290258948971822,-0.48402962680883477
-0.10681145524732917,0.18630965975401742,-0.3289595834455516
-0.07603261073475766,0.1772638874413757,-0.31332647212089626
-0.04334514274578585,0.15520119847997663,-0.3805285004384683
-0.132515994912933,0.1717639405204461,-0.4017028957151242
-0.184776976744186,0.2029946511627906,-0.3401912790697674
-0.17577223368931164,0.21834815579287442,-0.34150525890693717
-0.13213910987145291,0.18883505942275045,-0.36734336648071786
-0.0655068203467327,0.1490380453419699,-0.31395850638216805
-0.06254562582747758,0.10027703432121388,-0.2786144821264894
-0.09614175768351532,0.09710472440944885,-0.23345638811277647
-0.10527518315018315,0.10272227309727311,-0.19014403744403743
-0.11626151419558362,0.12472176656151422,-0.2104150368033649
-0.14609071143085528,0.1481036290967226,-0.216443309352518
-0.17893587404028033,0.1807,-0.19725427840213627
-0.1498742914979756,0.17013319838056673,-0.19290060728744948
-0.12535059902022597,0.13118473104719394,-0.2182400688752
-0.05909479200786115,0.05153648869963984,-0.07495610874549656
-0.027524792597319783,0.021979132099553343,-0.0036731971920868425
0.05571974789915953,0.011114285714285731,-0.012718487394958098
-0.06993895739910314,0.06673155829596412,-0.04525168161434978
-0.17829496250407567,0.12580871372676883,0.021649168568633886
-0.18984393864910035,0.1492273227804543,0.10460500442434388
-0.11469685076161105,0.13860816746098495,0.11196124661246612
-0.06563779904306234,0.06534916710969357,0.09706215665426196
0.06374550561797751,-0.010301966292134852,0.03592696629213478
0.032532401315789355,-0.012211842105263089,0.0034416940789473802
0.025821399176954835,0.01363827160493814,0.011662139917695514
-0.02482225988700566,0.08721178907721283,-0.024599510357815452
-0.02548439487881463,0.09463112972058943,-0.019263966502939024
-0.06595602196939965,0.07387295017653973,-0.09441704590035296
-0.043849511400651534,0.10470377850162871,-0.11361081433224747
0.017376679592388734,0.07242764000360724,-0.17594331319325446
0.019125221112696177,0.07088676176890157,-0.23826273894436512
-0.014804347826086972,0.06789565217391307,-0.234095652173913
-0.06436317474839902,0.11613252516010988,-0.18856646843549854
-0.09129804540967425,0.1499802369200395,-0.11905516288252706
-0.08701102941176436,0.14069705882352918,-0.19586176470588318
-0.04388177324440909,0.12662914868575914,-0.2709848646528055
-0.05522511495939694,0.11107132374523049,-0.22916374131689754
-0.07273003197984287,0.09781961430371172,-0.08826713828859388
-0.05404393030562695,0.07314847186518136,-0.06125418451870886
-0.036214843977836045,0.0725188198697385,-0.022002731602993965
-0.006872072513474145,0.06857476727094568,-0.021085252327290423
0.0477557576827976,0.060874055104203455,-0.1593213882020487
-0.010449412577748132,0.09164056668970295,-0.23484001382169925
-0.09868065024082999,0.12360908669877747,-0.1016766302334193
-0.1157720117330726,0.14433287704717673,-0.0307422879491567
-0.1063310168067226,0.12209440336134451,-0.04030862184873953
-0.043514332912253324,0.10905825478573486,-0.05153545816733087
-0.0020583109919552894,0.06202855227881976,-0.13684088471850087
0.03478300858805059,0.06618607442977179,-0.09953121248499305
-0.05215906623235559,0.09248338762214967,-0.024661790543875624
-0.12155064935064883,0.10840389610389602,0.016536363636363523
-0.1299403800475062,0.11707873029583239,-0.0068915281076799
-0.07274452008168837,0.12848611300204213,-0.06490034036759688
-0.036068539325842586,0.12893757022471902,-0.20675507958801576
-0.06799646913918167,0.12710284658546597,-0.18799768714930878
-0.09561584733783574,0.10690058112140732,-0.1348489869640333
-0.07138592536939647,0.10238650137741047,-0.14591121963436013
-0.005910109622411661,0.08319171741778318,-0.16897309683313033
0.044103843893264376,0.05864256494651468,-0.3199893146820266
-0.020404037814453165,0.11791439673129332,-0.30307886556641545
-0.07644179480262603,0.1643002068159338,-0.2832511734556247
-0.1211789035121878,0.17410975001946888,-0.3092773849388674
-0.14364187224097633,0.16939004154765,-0.2528620228512079
-0.08896066254150328,0.14470178840929676,-0.1546725701780864
-0.0063457436399218725,0.09008997064579272,-0.22236090998043062
0.033384995210310894,0.05720404946442567,-0.16089204040755897
-0.041117803227485566,0.060802151657123,-0.08701467985424265
-0.11101207205668909,0.09013665158371034,-0.04764314010074281
-0.047477799900447905,0.0839871279243404,-0.045212434046789665
-0.04403957097215888,0.06813495207667741,-0.12306515746234603
-0.06456894779551008,0.09753045712740069,-0.09384987827968612
-0.07969576271186429,0.11819902216427644,-0.09746029986962189
-0.07593808689558534,0.12459978976874565,-0.07662266993693034
-0.07345137334689703,0.07001905246330443,-0.06650603110013098
-0.06581481798715196,0.059999828693789975,-0.06523199143468958
-0.10160777338603426,0.10434291360813103,-0.06761761716544325
-0.07839529511677282,0.11396970700636941,-0.08477047133757934
